Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
116,Ayo Dosunmu,SG,24,CHI,27,5,564,6.6,13.6,.484,2.4,6.4,.375,4.2,7.2,.580,1.7,2.3,.731,1.4,3.6,5.1,4.4,1.9,0.6,2.1,4.2,17.2,,116,118,dosunay01
117,Andre Drummond,C,30,CHI,29,0,385,9.1,17.7,.515,0.0,0.1,.000,9.1,17.6,.519,5.2,8.6,.606,10.6,15.1,25.7,2.1,3.6,1.3,3.8,6.1,23.4,,114,106,drumman01
118,Chris Duarte,SF,26,SAC,23,5,285,4.9,13.4,.363,2.4,7.9,.298,2.5,5.5,.455,2.4,3.0,.778,0.7,5.7,6.4,3.0,2.0,0.3,2.0,8.1,14.5,,98,117,duartch01
119,Kris Dunn,PG,29,UTA,20,2,279,7.1,14.4,.494,1.7,4.2,.417,5.4,10.2,.525,1.0,1.7,.600,1.9,6.1,8.0,9.5,1.7,0.3,4.5,5.6,17.0,,108,120,dunnkr01
120,Kevin Durant,PF,35,PHO,23,23,844,14.5,28.0,.518,2.9,6.2,.467,11.6,21.7,.532,9.7,11.2,.870,0.5,7.7,8.2,7.5,1.1,1.5,4.6,2.5,41.6,,121,116,duranke01
121,Jalen Duren,C,20,DET,14,13,404,9.4,15.0,.630,0.0,0.2,.000,9.4,14.8,.640,1.9,3.3,.571,5.5,12.5,18.1,4.1,0.9,2.2,4.5,5.7,20.8,,111,116,durenja01
122,Tari Eason,PF,22,HOU,17,0,357,8.6,18.1,.473,2.1,5.0,.417,6.5,13.1,.495,2.6,4.0,.655,4.7,12.3,17.0,2.9,2.2,2.3,2.3,4.8,21.8,,112,103,easonta01
123,Anthony Edwards,SG,22,MIN,23,23,782,12.5,27.6,.451,3.5,9.2,.381,9.0,18.4,.486,7.0,8.2,.855,1.0,6.8,7.8,7.3,1.9,0.7,4.3,2.7,35.4,,111,108,edwaran01
124,Kessler Edwards,SF,23,SAC,21,0,115,5.4,12.9,.419,2.9,7.9,.368,2.5,5.0,.500,0.4,0.8,.500,1.2,6.2,7.5,2.5,0.8,0.8,0.4,3.7,14.2,,116,119,edwarke02
125,Keon Ellis,SG,24,SAC,19,3,262,5.3,11.9,.446,3.8,10.2,.375,1.5,1.6,.889,1.8,2.7,.667,1.1,4.2,5.3,5.3,2.2,1.6,2.4,5.1,16.3,,118,115,elliske01
126,Joel Embiid,C,29,PHI,24,24,819,16.7,30.8,.541,1.5,4.6,.333,15.1,26.2,.578,14.8,16.6,.893,4.1,12.6,16.7,8.3,1.6,2.7,5.3,4.1,49.7,,129,107,embiijo01
127,Drew Eubanks,C,26,PHO,26,0,444,7.5,12.4,.607,0.2,0.2,1.000,7.3,12.2,.600,3.4,4.1,.838,4.1,8.5,12.7,3.4,0.9,3.2,3.4,5.3,18.8,,120,114,eubandr01
128,Dante Exum,PG,28,DAL,24,8,418,9.3,16.3,.570,2.3,5.4,.426,7.0,10.9,.642,2.8,3.9,.706,1.6,6.3,7.9,6.5,1.5,0.5,1.7,4.0,23.6,,134,118,exumda01
129,Bruno Fernando,C,25,ATL,7,0,33,11.5,22.9,.500,0.0,1.4,.000,11.5,21.5,.533,5.7,8.6,.667,7.2,10.0,17.2,1.4,0.0,1.4,5.7,7.2,28.7,,102,121,fernabr01
130,Dorian Finney-Smith,PF,30,BRK,25,17,733,6.4,13.8,.464,4.0,9.2,.435,2.4,4.6,.522,0.4,0.5,.750,3.3,5.0,8.3,2.1,1.1,1.0,1.5,3.7,17.2,,124,119,finnedo01
131,Malachi Flynn,PG,25,TOR,27,0,440,5.8,14.1,.409,2.8,8.0,.347,3.0,6.1,.491,1.9,2.4,.773,1.1,5.3,6.4,7.2,1.8,0.6,3.1,4.3,16.2,,107,116,flynnma01
132,Simone Fontecchio,SF,28,UTA,26,13,540,6.9,15.8,.438,4.1,10.7,.387,2.8,5.1,.544,1.9,2.2,.840,2.0,4.8,6.7,2.9,1.1,1.1,2.3,3.7,19.8,,115,121,fontesi01
133,Jordan Ford,PG,25,SAC,6,0,22,8.7,15.2,.571,4.4,6.5,.667,4.4,8.7,.500,4.4,4.4,1.000,0.0,4.4,4.4,4.4,0.0,0.0,2.2,0.0,26.1,,138,123,fordjo01
134,Trent Forrest,SG,25,ATL,7,0,61,2.3,11.6,.200,0.0,0.8,.000,2.3,10.9,.214,3.1,3.1,1.000,3.1,3.1,6.2,9.3,1.6,0.0,2.3,3.9,7.8,,96,124,forretr01
135,Evan Fournier,SG,31,NYK,1,0,16,3.1,18.6,.167,0.0,12.4,.000,3.1,6.2,.500,0.0,0.0,,0.0,3.1,3.1,3.1,3.1,0.0,0.0,6.2,6.2,,52,115,fournev01
136,De'Aaron Fox,PG,26,SAC,20,20,699,14.3,29.8,.480,4.5,11.3,.400,9.8,18.5,.530,8.0,11.0,.731,1.2,4.7,6.0,8.5,2.1,0.4,3.4,3.8,41.2,,119,117,foxde01
137,Alex Fudge,SF,20,LAL,4,0,14,3.4,20.5,.167,0.0,6.8,.000,3.4,13.6,.250,6.8,6.8,1.000,6.8,0.0,6.8,0.0,0.0,0.0,3.4,3.4,13.6,,72,122,fudgeal01
138,Markelle Fultz,PG,25,ORL,5,5,143,9.1,18.8,.482,0.0,1.0,.000,9.1,17.8,.509,1.0,1.3,.750,2.7,3.0,5.7,6.7,2.0,0.7,2.0,2.0,19.2,,109,112,fultzma01
139,Daniel Gafford,C,25,WAS,23,23,583,8.0,11.5,.692,0.0,0.0,,8.0,11.5,.692,3.3,4.7,.700,5.1,8.8,13.9,3.2,1.0,3.9,2.0,6.3,19.3,,138,118,gaffoda01
140,Danilo Gallinari,PF,35,WAS,23,0,351,7.1,15.9,.446,2.4,7.6,.310,4.7,8.3,.571,5.5,6.4,.857,1.4,7.8,9.2,3.9,0.8,0.4,1.4,3.2,22.1,,120,123,gallida01
141,Darius Garland,PG,24,CLE,20,20,680,10.9,23.1,.470,2.6,7.5,.346,8.3,15.6,.530,5.5,6.5,.835,0.9,3.1,4.0,8.5,2.3,0.3,5.5,2.2,29.8,,108,115,garlada01
142,Luka Garza,C,25,MIN,6,0,18,10.8,32.5,.333,0.0,8.1,.000,10.8,24.3,.444,13.5,21.6,.625,8.1,10.8,18.9,5.4,0.0,0.0,2.7,16.2,35.2,,100,110,garzalu01
143,Kaiser Gates,SF,27,NOP,1,0,7,0.0,27.4,.000,0.0,13.7,.000,0.0,13.7,.000,0.0,0.0,,0.0,6.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,,0,119,gateska01
144,Keyonte George,PG,20,UTA,24,16,618,6.5,18.0,.361,3.1,9.6,.320,3.4,8.5,.407,4.5,5.7,.781,0.9,4.7,5.6,9.4,0.9,0.2,4.3,2.0,20.5,,104,123,georgke01
145,Paul George,PF,33,LAC,25,25,871,11.2,24.8,.451,4.5,11.5,.392,6.7,13.3,.502,5.3,5.7,.931,0.9,7.1,8.0,5.8,2.4,0.4,3.1,4.0,32.1,,117,112,georgpa01
146,Taj Gibson,PF,38,NYK,4,0,27,3.7,9.2,.400,0.0,3.7,.000,3.7,5.5,.667,0.0,0.0,,3.7,7.3,11.0,0.0,1.8,3.7,1.8,9.2,7.3,,87,110,gibsota01
147,Josh Giddey,SG,21,OKC,25,25,641,9.3,21.7,.430,1.5,4.8,.313,7.8,16.9,.463,1.9,2.3,.806,3.1,8.4,11.5,8.1,1.6,0.8,4.5,2.5,22.0,,100,111,giddejo01
148,Harry Giles,C,25,BRK,7,0,42,16.3,27.9,.583,1.2,5.8,.200,15.1,22.1,.684,5.8,8.1,.714,5.8,5.8,11.6,1.2,1.2,2.3,2.3,5.8,39.5,,123,117,gilesha01
149,Shai Gilgeous-Alexander,PG,25,OKC,24,24,832,15.3,28.3,.538,1.4,4.4,.325,13.8,23.9,.578,10.3,11.3,.914,1.2,6.6,7.8,8.8,3.8,1.0,2.8,3.4,42.3,,129,107,gilgesh01
150,Anthony Gill,PF,31,WAS,17,0,115,6.0,13.2,.455,0.0,2.8,.000,6.0,10.4,.577,4.4,5.6,.786,3.6,6.8,10.4,4.0,1.2,1.6,4.0,4.4,16.4,,100,121,gillan01
151,Collin Gillespie,PG,24,DEN,11,0,86,4.6,11.5,.400,1.7,6.9,.250,2.9,4.6,.625,0.6,0.6,1.000,0.6,1.7,2.3,4.6,2.9,0.0,2.3,5.7,11.5,,98,115,gilleco01
152,Jacob Gilyard,PG,25,MEM,19,8,299,3.9,9.4,.414,3.4,7.9,.429,0.5,1.5,.333,0.2,0.2,1.000,1.0,2.3,3.2,9.4,1.8,0.2,2.1,3.1,11.3,,125,117,gilyaja01
153,Rudy Gobert,C,31,MIN,26,26,828,7.2,11.8,.610,0.0,0.0,,7.2,11.8,.610,4.6,7.4,.619,5.5,12.9,18.4,1.9,1.2,3.5,2.4,4.4,18.9,,125,102,goberru01
154,Jordan Goodwin,PG,25,PHO,27,0,495,6.3,16.4,.382,2.3,7.5,.307,4.0,9.0,.444,2.0,2.3,.870,3.2,7.6,10.7,7.2,1.8,0.8,2.5,3.8,16.8,,110,115,goodwjo01
155,Aaron Gordon,PF,28,DEN,25,25,800,8.5,16.6,.515,0.7,3.0,.250,7.8,13.6,.573,2.7,4.7,.579,4.4,6.4,10.8,5.6,1.5,1.0,2.2,2.6,20.5,,118,114,gordoaa01
156,Eric Gordon,SG,35,PHO,23,16,732,8.1,17.6,.458,4.0,10.3,.392,4.0,7.3,.550,1.1,1.4,.810,0.5,2.6,3.2,4.4,1.7,0.8,2.3,2.2,21.3,,113,119,gordoer01
157,Devonte' Graham,PG,28,SAS,5,0,52,3.6,10.8,.333,1.8,7.2,.250,1.8,3.6,.500,4.5,6.3,.714,0.9,1.8,2.7,14.4,1.8,0.9,1.8,2.7,13.5,,125,121,grahade01
158,Jerami Grant,PF,29,POR,22,22,779,10.7,23.4,.457,3.5,8.6,.412,7.2,14.8,.483,6.5,7.7,.837,0.9,4.5,5.4,3.3,1.1,1.2,3.3,3.1,31.4,,113,118,grantje01
159,A.J. Green,SG,24,MIL,19,0,147,6.7,15.4,.438,5.8,13.5,.429,1.0,1.9,.500,0.3,0.3,1.000,1.0,3.8,4.8,4.2,0.0,0.0,0.0,4.8,19.5,,139,123,greenaj01
160,Danny Green,SG,36,PHI,2,0,18,0.0,5.4,.000,0.0,2.7,.000,0.0,2.7,.000,0.0,0.0,,0.0,5.4,5.4,2.7,2.7,0.0,0.0,2.7,0.0,,35,112,greenda02
161,Draymond Green,PF,33,GSW,15,15,377,6.5,13.3,.490,2.3,5.4,.429,4.2,8.0,.532,3.2,3.8,.833,2.8,7.8,10.7,11.2,0.8,1.4,4.6,5.8,18.6,,121,116,greendr01
162,Jalen Green,SG,21,HOU,25,25,775,9.2,23.0,.401,3.1,9.5,.329,6.1,13.5,.451,6.2,7.6,.815,0.6,6.5,7.1,5.0,0.8,0.7,3.5,2.4,27.7,,103,112,greenja05
163,Jeff Green,PF,37,HOU,24,0,377,6.9,12.2,.570,1.2,3.5,.333,5.7,8.6,.667,7.4,8.9,.838,2.5,4.4,6.9,2.2,0.5,1.3,2.4,4.6,22.5,,131,113,greenje02
164,Josh Green,SG,23,DAL,18,5,454,4.9,11.5,.422,2.4,6.7,.365,2.4,4.9,.500,1.0,1.8,.529,1.1,4.4,5.5,4.5,1.8,0.3,1.8,3.3,13.1,,110,118,greenjo02
165,AJ Griffin,SF,20,ATL,12,0,110,4.3,14.6,.294,3.4,10.8,.320,0.9,3.9,.222,0.9,0.9,1.000,0.9,4.3,5.2,1.7,0.4,0.0,1.7,2.6,12.9,,91,126,griffaj01
166,Quentin Grimes,SG,23,NYK,25,18,541,5.4,14.2,.381,4.0,11.0,.367,1.4,3.2,.429,0.2,0.5,.400,0.5,2.5,3.0,2.6,1.6,0.1,1.1,3.8,15.0,,110,118,grimequ01
167,Mouhamed Gueye,PF,21,ATL,2,0,4,0.0,11.8,.000,0.0,11.8,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,11.8,0.0,0.0,11.8,0.0,,0,102,gueyemo02
168,Rui Hachimura,PF,25,LAL,19,2,442,8.9,18.4,.482,2.3,5.9,.382,6.6,12.4,.530,3.0,3.9,.778,1.8,5.8,7.7,2.5,1.5,0.5,1.7,3.1,23.0,,112,114,hachiru01
169,Tyrese Haliburton,PG,23,IND,23,23,769,11.9,23.6,.504,4.9,11.5,.424,7.0,12.1,.579,5.4,6.2,.874,1.0,4.6,5.5,16.5,1.2,0.9,3.7,1.5,34.0,,134,124,halibty01
170,R.J. Hampton,PG,22,MIA,2,0,11,4.5,9.0,.500,4.5,4.5,1.000,0.0,4.5,.000,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,4.5,4.5,13.5,,83,118,hamptrj01
171,Tim Hardaway Jr.,SF,31,DAL,24,0,690,9.9,24.1,.409,5.6,15.6,.362,4.2,8.6,.496,3.7,4.2,.883,0.6,5.1,5.8,2.6,0.6,0.0,1.5,1.9,29.1,,113,121,hardati02
172,James Harden,SG,34,LAC,22,22,741,7.3,15.3,.474,3.8,8.8,.429,3.5,6.5,.535,6.6,7.6,.870,0.5,6.3,6.7,11.2,2.0,1.3,3.4,3.1,24.9,,132,112,hardeja01
173,Jaden Hardy,SG,21,DAL,23,0,303,9.2,23.4,.392,4.1,10.9,.377,5.1,12.5,.405,3.0,4.6,.655,1.3,4.9,6.2,5.4,1.1,0.0,2.7,4.1,25.5,,103,120,hardyja02
174,Ron Harper Jr.,PF,23,TOR,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,12.2,0.0,0.0,0.0,24.4,0.0,,226,123,harpero02
175,Gary Harris,SG,29,ORL,21,3,454,5.1,12.1,.421,2.9,8.7,.329,2.2,3.4,.656,2.0,2.5,.792,1.3,2.8,4.0,3.8,2.0,0.5,1.0,3.6,15.1,,123,113,harriga01
176,Joe Harris,SG,32,DET,11,0,132,3.6,11.2,.323,2.5,8.7,.292,1.1,2.5,.429,0.4,0.7,.500,1.1,2.5,3.6,3.3,1.1,0.7,1.1,5.4,10.1,,98,123,harrijo01
177,Tobias Harris,PF,31,PHI,27,27,910,8.6,16.8,.513,1.4,4.2,.342,7.2,12.6,.570,4.3,4.8,.900,1.4,7.2,8.6,3.8,1.3,0.6,2.4,2.4,22.9,,120,113,harrito02
178,Shaquille Harrison,SG,30,MEM,3,0,6,8.1,16.1,.500,0.0,0.0,,8.1,16.1,.500,0.0,0.0,,0.0,16.1,16.1,0.0,0.0,8.1,0.0,0.0,16.1,,100,102,harrish01
179,Josh Hart,SF,28,NYK,27,5,748,5.4,11.8,.461,1.9,5.2,.359,3.6,6.6,.540,1.2,1.5,.783,1.9,8.5,10.5,5.0,1.7,0.5,1.9,3.4,13.9,,119,114,hartjo01
180,Isaiah Hartenstein,C,25,NYK,27,1,555,5.6,9.5,.589,0.1,0.3,.333,5.5,9.3,.596,2.9,4.6,.647,7.2,8.5,15.7,3.3,2.1,2.3,2.2,6.6,14.3,,131,111,harteis01
181,Sam Hauser,SF,26,BOS,27,3,620,6.6,14.4,.462,5.4,12.4,.433,1.3,2.0,.640,0.6,0.8,.800,1.9,5.6,7.5,2.1,1.2,0.6,1.1,3.2,19.3,,130,114,hausesa01
182,Jordan Hawkins,SG,21,NOP,26,9,632,7.1,18.5,.381,4.3,12.1,.356,2.7,6.4,.429,3.0,3.5,.870,1.3,5.2,6.5,3.0,0.8,0.0,1.7,3.3,21.5,,109,118,hawkijo01
183,Jaxson Hayes,C,23,LAL,25,1,271,5.6,8.5,.667,0.0,0.7,.000,5.6,7.8,.727,2.5,4.4,.560,2.3,6.3,8.6,1.4,1.1,1.8,2.6,8.8,13.7,,111,113,hayesja02
184,Killian Hayes,PG,22,DET,25,21,660,6.6,15.5,.425,1.3,4.3,.305,5.3,11.2,.471,2.0,2.9,.700,0.7,4.9,5.6,7.9,1.9,1.1,2.0,3.5,16.5,,108,120,hayeski01
185,Gordon Hayward,SF,33,CHO,23,23,743,8.6,18.4,.468,1.4,3.9,.373,7.2,14.6,.493,3.9,5.2,.759,1.6,5.6,7.1,7.0,1.7,0.7,3.0,2.7,22.6,,111,123,haywago01
186,Scoot Henderson,PG,19,POR,17,5,447,7.9,21.2,.373,1.8,7.5,.235,6.1,13.7,.448,3.2,4.1,.784,1.4,3.6,5.0,8.1,0.9,0.4,6.0,7.1,20.7,,88,119,hendesc01
187,Taylor Hendricks,PF,20,UTA,9,0,156,5.6,14.6,.383,2.8,8.7,.321,2.8,5.9,.474,1.9,2.5,.750,2.5,4.7,7.1,1.6,2.5,1.6,2.2,3.4,15.8,,102,118,hendrita01
188,Tyler Herro,SG,24,MIA,10,10,341,12.7,27.1,.471,4.3,10.4,.417,8.4,16.7,.504,4.3,4.8,.909,0.7,6.7,7.4,6.7,1.9,0.0,3.8,2.2,34.2,,111,115,herroty01
189,Buddy Hield,SF,31,IND,26,14,668,8.6,19.2,.450,5.0,13.1,.381,3.7,6.1,.596,1.2,1.4,.850,1.3,4.1,5.5,4.8,1.5,1.3,2.8,3.4,23.4,,113,123,hieldbu01
190,Haywood Highsmith,PF,27,MIA,18,14,390,5.2,12.2,.427,2.5,7.5,.339,2.7,4.7,.568,1.5,2.0,.750,1.9,4.3,6.2,3.4,2.5,1.5,2.2,4.9,14.4,,108,113,highsha01
191,Nate Hinton,SG,24,HOU,4,0,16,9.2,18.5,.500,9.2,9.2,1.000,0.0,9.2,.000,0.0,0.0,,3.1,6.2,9.2,0.0,0.0,0.0,0.0,6.2,27.7,,145,115,hintona01
192,D'Moi Hodge,SG,25,LAL,7,0,41,5.8,17.5,.333,3.5,14.0,.250,2.3,3.5,.667,1.2,2.3,.500,0.0,0.0,0.0,5.8,1.2,1.2,1.2,4.7,16.3,,97,118,hodgedm01
193,Aaron Holiday,PG,27,HOU,23,1,420,7.2,15.7,.455,3.5,8.2,.429,3.6,7.5,.484,1.5,1.8,.867,0.8,4.2,5.0,4.7,1.3,0.4,1.5,5.2,19.4,,118,113,holidaa01
194,Jrue Holiday,PG,33,BOS,25,25,863,6.9,15.4,.448,2.6,6.4,.398,4.3,8.9,.484,1.6,1.9,.853,2.3,7.2,9.5,6.7,1.3,1.3,2.8,2.6,18.0,,115,112,holidjr01
195,Justin Holiday,SG,34,DEN,16,6,260,5.5,10.5,.527,3.4,7.2,.474,2.1,3.2,.647,0.0,0.0,,0.8,4.0,4.8,3.8,2.1,0.2,1.0,4.2,14.4,,135,115,holidju01
196,Richaun Holmes,C,30,DAL,14,1,140,5.1,11.3,.455,0.0,0.0,,5.1,11.3,.455,2.4,5.1,.467,6.9,10.6,17.5,2.4,0.3,2.1,3.1,6.9,12.7,,103,116,holmeri01
197,Chet Holmgren,C,21,OKC,25,25,743,9.8,18.8,.521,2.4,6.6,.373,7.3,12.2,.600,5.2,6.0,.871,2.8,10.1,12.8,3.8,1.3,4.6,3.1,4.6,27.2,,121,106,holmgch01
198,Jalen Hood-Schifino,SG,20,LAL,5,0,52,3.7,16.5,.222,0.9,7.3,.125,2.8,9.2,.300,4.6,9.2,.500,0.9,4.6,5.5,3.7,0.0,0.9,3.7,6.4,12.9,,66,118,hoodsja01
199,Al Horford,C,37,BOS,23,9,613,5.4,11.4,.472,2.6,7.0,.364,2.8,4.3,.648,0.8,0.8,1.000,3.1,10.0,13.1,5.2,0.8,1.8,1.8,3.0,14.1,,128,110,horfoal01
200,Talen Horton-Tucker,PG,23,UTA,28,11,641,9.0,21.6,.416,2.8,8.2,.339,6.2,13.4,.463,3.2,4.0,.811,0.9,4.8,5.7,9.5,2.3,0.8,3.9,4.6,24.0,,108,119,hortota01
201,Danuel House Jr.,SF,30,PHI,16,0,187,5.4,12.4,.438,2.8,7.0,.407,2.6,5.4,.476,2.8,3.6,.786,1.8,3.6,5.4,3.6,1.3,0.3,2.3,3.4,16.5,,117,116,houseda01
202,Caleb Houstan,SF,21,ORL,17,0,173,5.6,13.4,.417,4.7,12.2,.386,0.8,1.1,.750,1.9,1.9,1.000,1.7,5.3,7.0,1.9,0.6,0.0,0.8,3.6,17.8,,129,115,houstca01
203,Jett Howard,SF,20,ORL,8,0,34,5.7,21.2,.267,2.8,15.6,.182,2.8,5.7,.500,1.4,2.8,.500,1.4,4.2,5.7,4.2,0.0,0.0,2.8,1.4,15.6,,78,117,howarje01
204,Kevin Huerter,SG,25,SAC,25,25,637,7.7,17.8,.435,4.0,11.0,.363,3.8,6.8,.549,1.3,1.7,.773,1.1,6.6,7.7,5.1,1.4,0.6,1.3,4.4,20.8,,117,117,huertke01
205,Jay Huff,C,25,DEN,2,0,2,24.7,24.7,1.000,0.0,0.0,,24.7,24.7,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4,,200,123,huffja01
206,De'Andre Hunter,SF,26,ATL,24,24,727,7.9,17.2,.460,3.0,7.4,.404,4.9,9.8,.503,4.4,4.9,.907,1.0,5.4,6.4,2.1,1.3,0.6,2.4,4.8,23.3,,117,122,huntede01
207,Bones Hyland,PG,23,LAC,13,2,210,9.1,22.4,.406,4.4,12.1,.365,4.7,10.2,.455,2.1,2.3,.900,0.5,3.0,3.5,5.8,1.6,0.0,4.4,5.1,24.7,,99,116,hylanbo01
208,Joe Ingles,SF,36,ORL,24,0,437,4.2,10.4,.404,2.6,6.5,.407,1.5,3.9,.400,1.9,2.1,.895,1.2,6.1,7.3,9.0,2.0,0.3,2.2,4.1,12.9,,123,111,inglejo01
209,Brandon Ingram,SF,26,NOP,25,25,839,12.8,25.5,.501,1.9,5.9,.330,10.8,19.6,.553,6.2,7.6,.812,0.8,6.0,6.8,7.6,1.0,0.3,3.9,3.1,33.6,,114,117,ingrabr01
210,Kyrie Irving,SG,31,DAL,17,17,541,12.9,27.5,.471,3.8,9.9,.384,9.1,17.6,.520,5.0,5.5,.903,0.9,5.1,5.9,7.8,1.8,0.4,2.0,2.7,34.7,,122,118,irvinky01
211,Jonathan Isaac,PF,26,ORL,19,0,259,8.2,17.8,.458,2.4,8.5,.283,5.8,9.3,.620,4.6,5.8,.806,3.9,11.2,15.1,1.1,3.2,3.7,2.0,4.6,23.4,,116,101,isaacjo01
212,Jaden Ivey,SG,21,DET,23,7,554,8.2,18.2,.450,1.7,6.2,.278,6.5,12.0,.540,4.9,6.3,.781,1.5,4.4,5.9,5.3,1.4,0.9,3.8,5.2,23.0,,105,121,iveyja01
213,Andre Jackson Jr.,SG,22,MIL,21,5,221,5.3,8.9,.595,2.3,4.9,.478,3.0,4.0,.737,0.2,0.4,.500,3.8,4.5,8.3,4.3,1.3,0.0,2.3,8.5,13.2,,134,119,jacksan01
214,Gregory Jackson II,PF,19,MEM,4,0,19,7.6,25.5,.300,5.1,12.7,.400,2.5,12.7,.200,0.0,0.0,,2.5,5.1,7.6,0.0,2.5,2.5,2.5,5.1,20.4,,78,110,jacksgg01
215,Isaiah Jackson,C,22,IND,18,1,266,10.1,14.9,.674,0.0,0.3,.000,10.1,14.6,.690,4.3,6.2,.694,5.0,9.2,14.2,3.3,1.9,4.7,1.7,9.0,24.5,,140,115,jacksis01
216,Jaren Jackson Jr.,C,24,MEM,26,26,818,11.2,25.0,.447,2.5,7.9,.313,8.7,17.1,.509,8.2,9.9,.827,2.2,6.5,8.8,2.6,1.1,2.8,2.9,5.5,33.1,,111,112,jacksja02
217,Reggie Jackson,PG,33,DEN,29,14,739,10.4,21.0,.494,3.2,8.1,.397,7.2,12.9,.554,2.0,2.8,.714,0.7,3.5,4.3,8.8,1.3,0.5,2.9,3.9,25.9,,117,117,jacksre01
218,Trayce Jackson-Davis,PF,23,GSW,16,0,161,7.5,12.6,.595,0.0,0.0,,7.5,12.6,.595,5.1,8.1,.630,6.9,7.2,14.1,3.0,1.5,3.6,2.7,7.2,20.1,,126,112,jackstr02
219,LeBron James,PF,39,LAL,26,26,886,13.2,24.5,.540,3.1,8.0,.392,10.1,16.5,.611,5.8,8.0,.723,1.4,9.4,10.8,10.2,2.1,1.0,4.7,1.5,35.3,,118,110,jamesle01
220,Jaime Jaquez Jr.,SF,22,MIA,28,5,791,8.8,17.4,.505,1.9,5.2,.373,6.9,12.2,.561,3.0,3.6,.842,1.9,4.4,6.3,4.6,1.7,0.5,2.9,4.2,22.5,,113,116,jaqueja01
221,DaQuan Jeffries,SG,26,NYK,10,0,30,8.3,19.8,.417,1.7,8.3,.200,6.6,11.6,.571,0.0,3.3,.000,0.0,8.3,8.3,3.3,0.0,0.0,1.7,3.3,18.2,,90,119,jeffrda01
222,Ty Jerome,SG,26,CLE,2,0,15,6.5,13.0,.500,0.0,3.3,.000,6.5,9.8,.667,0.0,0.0,,3.3,0.0,3.3,9.8,0.0,0.0,3.3,6.5,13.0,,111,122,jeromty01
223,Isaiah Joe,SG,24,OKC,25,0,509,7.3,16.7,.438,5.5,13.0,.424,1.8,3.7,.487,2.5,3.0,.844,0.3,5.1,5.3,2.7,2.0,0.7,1.2,2.7,22.7,,122,113,joeis01
